tag,sentence
QUESTION:REQUEST,Posso obter uma atualização de estado sobre o projeto
QUESTION:REQUEST,Posso obter uma atualização sobre o estado da minha encomenda
QUESTION:REQUEST,Posso obter uma cópia do boletim informativo mais recente
QUESTION:REQUEST,Posso obter uma cópia do manual do utilizador
QUESTION:REQUEST,Posso obter uma cópia do meu histórico académico
QUESTION:REQUEST,Posso obter uma lista das opções disponíveis
QUESTION:REQUEST,Posso obter uma lista dos eventos futuros
QUESTION:REQUEST,Posso obter uma visão geral rápida do meu calendário
QUESTION:REQUEST,Posso organizar uma chamada de vídeo com a minha equipa
QUESTION:REQUEST,Posso pedir ajuda com um problema técnico
QUESTION:REQUEST,Posso pedir uma recomendação de um bom filme
QUESTION:REQUEST,Posso pegar emprestado o seu guarda-chuva
QUESTION:REQUEST,Posso perguntar sobre o meu horário
QUESTION:REQUEST,Posso rastrear o status da entrega do meu pacote
QUESTION:REQUEST,Posso receber alertas sobre eventos futuros
QUESTION:REQUEST,Posso receber atualizações sobre o meu progresso
QUESTION:REQUEST,Posso receber um alerta quando o pacote for entregue
QUESTION:REQUEST,Posso receber um briefing diário por e-mail
QUESTION:REQUEST,Posso receber uma notificação para novas mensagens
QUESTION:REQUEST,Posso receber uma notificação quando a minha encomenda chegar
QUESTION:REQUEST,Posso receber uma notificação sobre o meu envio
QUESTION:REQUEST,Posso reservar um táxi para as 20h
QUESTION:REQUEST,Posso reservar uma mesa no restaurante
QUESTION:REQUEST,Posso rever a atualização mais recente sobre o projeto
QUESTION:REQUEST,Posso rever o relatório mais recente
QUESTION:REQUEST,Posso rever os detalhes da minha última transação
QUESTION:REQUEST,Posso solicitar um desconto na minha próxima compra
QUESTION:REQUEST,Posso solicitar um reembolso por esta compra
QUESTION:REQUEST,Posso solicitar um retorno de chamada do serviço ao cliente
QUESTION:REQUEST,Posso solicitar um retorno de chamada para suporte ao cliente
QUESTION:REQUEST,Posso ter a agenda da reunião enviada para mim
QUESTION:REQUEST,Posso ter a atualização mais recente sobre o clima
QUESTION:REQUEST,Posso ter a minha palavra-passe redefinida
QUESTION:REQUEST,Posso ter as definições ajustadas para melhor desempenho
QUESTION:REQUEST,Posso ter mais alguns minutos para terminar esta tarefa
QUESTION:REQUEST,Posso ter o volume aumentado
QUESTION:REQUEST,Posso ter um copo de água
QUESTION:REQUEST,Posso ter um copo de água, por favor
QUESTION:REQUEST,Posso ter um lembrete para a minha sessão de treino
QUESTION:REQUEST,Posso ter um resumo das manchetes de notícias mais recentes
QUESTION:REQUEST,Posso ter um resumo das minhas transações recentes
QUESTION:REQUEST,Posso ter uma cópia das notas da reunião
QUESTION:REQUEST,Posso ter uma lista das tarefas de hoje
QUESTION:REQUEST,Posso ter uma visão geral breve do horário de hoje
QUESTION:REQUEST,Posso ter uma visão geral das minhas atividades recentes
QUESTION:REQUEST,Posso ver os detalhes das minhas compras recentes
QUESTION:REQUEST,Posso verificar o estado do voo
QUESTION:REQUEST,Posso verificar o meu e-mail a partir deste dispositivo
QUESTION:REQUEST,Posso verificar o saldo da minha conta
QUESTION:REQUEST,Posso verificar se o meu e-mail foi recebido
QUESTION:REQUEST,Procure entrevistas recentes com Riley Reid
QUESTION:REQUEST,Procure resenhas de filmes de Eva Lovia
QUESTION:REQUEST,Seria possível agendar uma reunião para a próxima semana
QUESTION:REQUEST,Seria possível obter um copo de água
QUESTION:REQUEST,Seria possível pegar emprestado o seu carro
QUESTION:REQUEST,Seria possível pegar emprestado o seu guarda-chuva
QUESTION:REQUEST,Você poderia alimentar o cachorro, por favor
QUESTION:REQUEST,Você poderia emprestar-me a sua caneta
QUESTION:REQUEST,Você poderia me ajudar a organizar os arquivos
QUESTION:REQUEST,Você poderia me ajudar com este projeto
QUESTION:REQUEST,Você poderia me ajudar com isto
QUESTION:REQUEST,Você poderia me dar uma carona até o aeroporto
QUESTION:REQUEST,Você poderia pegar um pouco de leite na loja
QUESTION:REQUEST,Você poderia revisar o meu ensaio
QUESTION:REQUEST,Você se importaria de compartilhar suas anotações comigo
QUESTION:REQUEST,Você se importaria de configurar o projetor
QUESTION:REQUEST,Você se importaria de diminuir o volume
QUESTION:REQUEST,Você se importaria de emprestar-me o carregador do telefone
QUESTION:REQUEST,Você se importaria de fechar a porta
QUESTION:REQUEST,Você se importaria de me ajudar com esta tarefa
QUESTION:REQUEST,Você se importaria de me dar uma carona até a estação de trem
QUESTION:REQUEST,Você se importaria de me dar uma carona até o aeroporto
QUESTION:REQUEST,Você se importaria de passar-me o sal
QUESTION:REQUEST,Você se importaria de passar-me o sal, por favor
QUESTION:REQUEST,Você se importaria de passar-me um guardanapo
QUESTION:REQUEST,Você se importaria de passar-me um lenço
QUESTION:REQUEST,Você se importaria de segurar a porta para mim
QUESTION:YESNO,A Terra está mais perto do sol no verão
QUESTION:YESNO,A Terra é mais velha que o sol
QUESTION:YESNO,A Terra é plana
QUESTION:YESNO,A Terra é redonda
QUESTION:YESNO,A biblioteca está aberta aos domingos
QUESTION:YESNO,A cama do animal de estimação é confortável
QUESTION:YESNO,A cantora Beyoncé é dos Estados Unidos
QUESTION:YESNO,A configuração de idioma atual é em alemão
QUESTION:YESNO,A configuração de idioma está atualmente definida para inglês
QUESTION:YESNO,A consulta com o veterinário foi confirmada
QUESTION:YESNO,A cor azul é quente
QUESTION:YESNO,A câmara de segurança doméstica está a gravar
QUESTION:YESNO,A câmara de segurança está a gravar
QUESTION:YESNO,A câmara do animal de estimação está a gravar
QUESTION:YESNO,A escola está aberta
QUESTION:YESNO,A faixa atual está a tocar
QUESTION:YESNO,A faixa atual é popular
QUESTION:YESNO,A faixa de áudio mudou com sucesso
QUESTION:YESNO,A fechadura inteligente está atualmente trancada
QUESTION:YESNO,A fechadura inteligente está trancada
QUESTION:YESNO,A funcionalidade de tradução de idiomas está ativada
QUESTION:YESNO,A função de conversão de texto em fala está ativada
QUESTION:YESNO,A guitarra é um instrumento de sopro
QUESTION:YESNO,A impressora estava a ser reparada
QUESTION:YESNO,A impressora está conectada à rede
QUESTION:YESNO,A impressora quebrou
QUESTION:YESNO,A informação é precisa
QUESTION:YESNO,A lista de reprodução está em modo aleatório
QUESTION:YESNO,A lua é feita de queijo
QUESTION:YESNO,A lua é maior que a Terra
QUESTION:YESNO,A lua é mais quente que o sol
QUESTION:YESNO,A lua é redonda
QUESTION:YESNO,A lua é um planeta
QUESTION:YESNO,A lua é um satélite natural da Terra
QUESTION:YESNO,A luz da sala de estar está atualmente ligada
QUESTION:YESNO,A luz da sala de estar está ligada
QUESTION:YESNO,A lâmpada inteligente está ligada
QUESTION:YESNO,A moeda usada na Austrália é o dólar australiano
QUESTION:YESNO,A moeda usada na China é o yuan chinês
QUESTION:YESNO,A moeda usada na França é o euro
QUESTION:YESNO,A moeda usada na Rússia é o rublo russo
QUESTION:YESNO,A moeda usada na Índia é a rupia indiana
QUESTION:YESNO,A moeda usada no Canadá é o dólar canadiano
QUESTION:YESNO,A moeda usada no Japão é o iene
QUESTION:YESNO,A moeda usada no México é o peso mexicano
QUESTION:YESNO,A moeda usada no Reino Unido é a libra esterlina
QUESTION:YESNO,A moeda usada nos Estados Unidos é o dólar americano
QUESTION:YESNO,A máquina de café ainda está ligada
QUESTION:YESNO,A máquina de café está atualmente a preparar café
QUESTION:YESNO,A máquina de café está atualmente ligada
QUESTION:YESNO,A máquina de café está desligada
QUESTION:YESNO,A máquina de lavar está a funcionar
QUESTION:YESNO,A máquina de lavar terminou o ciclo
QUESTION:YESNO,A música "Bohemian Rhapsody" é dos Queen
QUESTION:YESNO,A música ainda está a tocar
QUESTION:YESNO,A música atual está a tocar em repetição
QUESTION:YESNO,A música está a tocar no volume correto
QUESTION:YESNO,A música está em pausa
QUESTION:YESNO,A música está muito alta
QUESTION:YESNO,A pintura "A Noite Estrelada" é de Vincent van Gogh
QUESTION:YESNO,A porta da frente está trancada
QUESTION:YESNO,A porta da garagem está aberta
QUESTION:YESNO,A porta da garagem está atualmente aberta
QUESTION:YESNO,A porta da garagem está fechada
QUESTION:YESNO,A porta do animal de estimação está fechada
QUESTION:YESNO,A porta do animal de estimação está trancada
QUESTION:YESNO,A porta está trancada
QUESTION:YESNO,A preferência de idioma está definida para inglês
QUESTION:YESNO,A previsão do tempo para amanhã é de sol
QUESTION:YESNO,A qualidade do vídeo está definida para HD
QUESTION:YESNO,A relva é verde
QUESTION:YESNO,A resolução do vídeo está definida para HD
QUESTION:YESNO,A reunião ainda está agendada para as 15h
QUESTION:YESNO,A reunião começou a tempo
QUESTION:YESNO,A reunião está agendada para as 15h
QUESTION:YESNO,A reunião está agendada para hoje
QUESTION:YESNO,A sala de reuniões está disponível
QUESTION:YESNO,A sala de reuniões está disponível às 15h
QUESTION:YESNO,A sala de reuniões está reservada
QUESTION:YESNO,A série "O Gambito da Rainha" ainda está disponível
QUESTION:YESNO,A temperatura cairá abaixo de zero esta noite
QUESTION:YESNO,A temperatura está definida para o nível desejado
QUESTION:YESNO,A tranca da porta da frente está segura
QUESTION:YESNO,A trompete é um instrumento de metal
QUESTION:YESNO,A velocidade da luz é mais rápida que a do som
QUESTION:YESNO,A velocidade do som é constante
QUESTION:YESNO,Acreditas em mim
QUESTION:YESNO,Acreditas em vida em outros planetas
QUESTION:YESNO,Albert Einstein foi um cientista famoso
QUESTION:YESNO,As Pirâmides de Gizé estão no Egito
QUESTION:YESNO,As abelhas fazem mel
QUESTION:YESNO,As abóboras são usadas para esculpir no Halloween
QUESTION:YESNO,As aranhas escalam paredes
QUESTION:YESNO,As aranhas têm oito olhos
QUESTION:YESNO,As aranhas têm oito patas
QUESTION:YESNO,As atas da reunião estão prontas
QUESTION:YESNO,As atualizações estão instaladas no seu dispositivo
QUESTION:YESNO,As avestruzes podem voar
QUESTION:YESNO,As baleias comunicam entre si
QUESTION:YESNO,As baleias são os maiores animais da Terra
QUESTION:YESNO,As baleias são peixes
QUESTION:YESNO,As baleias vivem no oceano
QUESTION:YESNO,As bananas são amarelas
QUESTION:YESNO,As batatas são um tipo de vegetal
QUESTION:YESNO,As bicicletas têm motores
QUESTION:YESNO,As bolas de sorvete são doces
QUESTION:YESNO,As borboletas correm rápido
QUESTION:YESNO,As borboletas são atraídas por cores brilhantes
QUESTION:YESNO,As borrachas apagam marcas de lápis
QUESTION:YESNO,As casas custam mais de 50 dólares
QUESTION:YESNO,As chitas correm rápido
QUESTION:YESNO,As cobras podem voar
QUESTION:YESNO,As cobras têm medo dos humanos
QUESTION:YESNO,As cobras têm pernas
QUESTION:YESNO,As cobras-cascavel são venenosas
QUESTION:YESNO,As corujas conseguem ver no escuro
QUESTION:YESNO,As crianças brincam com brinquedos
QUESTION:YESNO,As crianças estão na escola
QUESTION:YESNO,As flores florescem no inverno
QUESTION:YESNO,As formigas são fortes
QUESTION:YESNO,As formigas têm asas
QUESTION:YESNO,As girafas são altas
QUESTION:YESNO,As instruções estão claras
QUESTION:YESNO,As janelas precisam de ser limpas
QUESTION:YESNO,As janelas precisam ser limpas
QUESTION:YESNO,As laranjas são uma boa fonte de vitamina C
QUESTION:YESNO,As legendas estão ativadas para o filme em hindi
QUESTION:YESNO,As legendas estão disponíveis em japonês
QUESTION:YESNO,As letras "d" e "s" estão na palavra "dressing"
QUESTION:YESNO,As limões são azedos
QUESTION:YESNO,As luzes estão apagadas
QUESTION:YESNO,As luzes estão atualmente acesas
QUESTION:YESNO,As luzes na cozinha estão acesas
QUESTION:YESNO,As luzes na sala estão apagadas
QUESTION:YESNO,As línguas espanhola e alemã são diferentes
QUESTION:YESNO,As maçãs são frutas vermelhas
QUESTION:YESNO,As morangos são vermelhos
QUESTION:YESNO,As moscas e os robins são insetos pequenos
QUESTION:YESNO,As pessoas têm mais de dois braços
QUESTION:YESNO,As plantas precisam de luz solar para crescer
QUESTION:YESNO,As plantas precisam de luz solar para sobreviver
QUESTION:YESNO,As plantas são capazes de fotossíntese
QUESTION:YESNO,As plantas usam óculos
QUESTION:YESNO,As portas estão trancadas
QUESTION:YESNO,As pás são usadas para cavar buracos
QUESTION:YESNO,As rosas são árvores altas
QUESTION:YESNO,As roupas novas ficam sujas
QUESTION:YESNO,As tartarugas põem ovos
QUESTION:YESNO,As tartarugas são anfíbios
QUESTION:YESNO,As tartarugas são répteis
QUESTION:YESNO,As tartarugas têm conchas
QUESTION:YESNO,As tempestades danificam casas
QUESTION:YESNO,As tomadas inteligentes estão funcionando corretamente
QUESTION:YESNO,As uvas são usadas para fazer vinho
QUESTION:YESNO,As vacas bebem leite
QUESTION:YESNO,As vacas dão leite
QUESTION:YESNO,As águias podem voar
QUESTION:YESNO,Aspirina e Tylenol são analgésicos
QUESTION:YESNO,Ativaste a fechadura inteligente
QUESTION:YESNO,Bananas e laranjas são vegetais doces
QUESTION:YESNO,Café e chocolate quente são bebidas frias
QUESTION:YESNO,Chegámos atrasados
QUESTION:YESNO,Chips e pretzels são salgados
QUESTION:YESNO,Comemos carne de vaca
QUESTION:YESNO,Comes carne de vaca
QUESTION:YESNO,Começaste a aula de áudio em português
QUESTION:YESNO,Computadores são usados para escovar os dentes
QUESTION:YESNO,Concordas
QUESTION:YESNO,Concordas com a nova política
QUESTION:YESNO,Concordas que a vida é bonita
QUESTION:YESNO,Deve-se ajudar os outros quando precisam
QUESTION:YESNO,Deve-se beber água suficiente todos os dias
QUESTION:YESNO,Deve-se dormir o suficiente todas as noites
QUESTION:YESNO,Deve-se escovar os dentes duas vezes por dia
QUESTION:YESNO,Deve-se fazer exercício regularmente
QUESTION:YESNO,Deve-se ficar longe de drogas e álcool
QUESTION:YESNO,Deve-se lavar as mãos antes de comer
QUESTION:YESNO,Deve-se lavar as mãos com sabão
QUESTION:YESNO,Deve-se reciclar
QUESTION:YESNO,Deve-se sempre dizer a verdade
QUESTION:YESNO,Deve-se tomar o pequeno-almoço todas as manhãs
QUESTION:YESNO,Deve-se usar capacete ao andar de bicicleta
QUESTION:YESNO,Deve-se usar cinto de segurança ao conduzir um carro
QUESTION:YESNO,Deve-se usar fio dental todos os dias
QUESTION:YESNO,Deve-se usar protetor solar ao sair
QUESTION:YESNO,Deve-se vacinar contra doenças
QUESTION:YESNO,Devemos ligar para a escola se tivermos uma emergência
QUESTION:YESNO,Devo programar estupidez artificial
QUESTION:YESNO,Ela ia visitar
QUESTION:YESNO,Ela teria ficado zangada
QUESTION:YESNO,Ela tinha a câmera dela
QUESTION:YESNO,Ela tinha um sorriso no rosto
QUESTION:YESNO,Ela virá
QUESTION:YESNO,Ele ia visitar
QUESTION:YESNO,Ele poderia ter dito isso
QUESTION:YESNO,Ele teria ficado zangado
QUESTION:YESNO,Ele virá
QUESTION:YESNO,Eles dançaram bem
QUESTION:YESNO,Eles encontraram a resposta
QUESTION:YESNO,Eles esqueceram os bilhetes
QUESTION:YESNO,Eles estão a estudar muito
QUESTION:YESNO,Eles estão a visitar Paris
QUESTION:YESNO,Eles estão estudando muito
QUESTION:YESNO,Eles estão sentados em fila
QUESTION:YESNO,Eles são americanos
QUESTION:YESNO,Encontraste o meu último comando
QUESTION:YESNO,Enviou a candidatura
QUESTION:YESNO,Era agradável
QUESTION:YESNO,Eras rico
QUESTION:YESNO,Esta app está disponível para Android
QUESTION:YESNO,Esta app está disponível para iOS
QUESTION:YESNO,Esta app é compatível com iOS
QUESTION:YESNO,Esta app é gratuita
QUESTION:YESNO,Esta apresentação está pronta
QUESTION:YESNO,Esta configuração de idioma está correta
QUESTION:YESNO,Esta configuração está ativada
QUESTION:YESNO,Esta configuração está correta
QUESTION:YESNO,Esta ferramenta está atualizada
QUESTION:YESNO,Esta ferramenta está disponível em versão gratuita
QUESTION:YESNO,Esta ferramenta está disponível em vários idiomas
QUESTION:YESNO,Esta ferramenta está disponível para Mac
QUESTION:YESNO,Esta ferramenta está disponível para todos os utilizadores
QUESTION:YESNO,Esta ferramenta está disponível para utilizadores em Portugal
QUESTION:YESNO,Esta ferramenta é eficaz
QUESTION:YESNO,Esta ferramenta é gratuita
QUESTION:YESNO,Esta função está ativada
QUESTION:YESNO,Esta função está disponível na versão gratuita
QUESTION:YESNO,Esta função está disponível na versão paga
QUESTION:YESNO,Esta lista de reprodução está em modo aleatório
QUESTION:YESNO,Esta música está na minha lista de reprodução
QUESTION:YESNO,Esta música é do álbum correto
QUESTION:YESNO,Esta previsão está correta
QUESTION:YESNO,Esta receita é adequada para veganos
QUESTION:YESNO,Esta receita é fácil de seguir
QUESTION:YESNO,Esta receita é vegetariana
QUESTION:YESNO,Esta reunião está marcada para as 10h
QUESTION:YESNO,Esta tarefa pode ser completada remotamente
QUESTION:YESNO,Esta viagem está confirmada
QUESTION:YESNO,Esta área é segura para entrar
QUESTION:YESNO,Esta é a biblioteca local
QUESTION:YESNO,Esta é a data correta
QUESTION:YESNO,Esta é a direção correta
QUESTION:YESNO,Esta é a estação de comboio certa
QUESTION:YESNO,Esta é a estação de rádio correta
QUESTION:YESNO,Esta é a hora correta
QUESTION:YESNO,Esta é a melhor rota para evitar trânsito
QUESTION:YESNO,Esta é a versão correta do documento
QUESTION:YESNO,Estará sol amanhã
QUESTION:YESNO,Estarão felizes
QUESTION:YESNO,Estas instruções estão claras
QUESTION:YESNO,Estavam à espera há muito tempo
QUESTION:YESNO,Estavas cansado
QUESTION:YESNO,Estavas lá
QUESTION:YESNO,Este audiolivro está disponível em vários idiomas
QUESTION:YESNO,Este audiolivro está disponível para download
QUESTION:YESNO,Este audiolivro faz parte de um serviço de subscrição
QUESTION:YESNO,Este audiolivro faz parte de uma série
QUESTION:YESNO,Este audiolivro é adequado para crianças
QUESTION:YESNO,Este audiolivro é narrado por um autor conhecido
QUESTION:YESNO,Este audiolivro é um bestseller
QUESTION:YESNO,Este caminho é acessível
QUESTION:YESNO,Este canal é popular
QUESTION:YESNO,Este curso é online
QUESTION:YESNO,Este dispositivo está carregado
QUESTION:YESNO,Este dispositivo está no modo avião
QUESTION:YESNO,Este documento é confidencial
QUESTION:YESNO,Este espaço de estacionamento está disponível
QUESTION:YESNO,Este espaço é acessível a pessoas com deficiência
QUESTION:YESNO,Este espaço é grande o suficiente
QUESTION:YESNO,Este espaço é suficiente para 50 pessoas
QUESTION:YESNO,Este evento está a acontecer agora
QUESTION:YESNO,Este evento está a acontecer hoje
QUESTION:YESNO,Este evento está confirmado
QUESTION:YESNO,Este evento requer um bilhete
QUESTION:YESNO,Este evento tem bilhetes disponíveis
QUESTION:YESNO,Este evento tem capacidade limitada
QUESTION:YESNO,Este evento tem estacionamento disponível
QUESTION:YESNO,Este evento tem lugar todos os anos
QUESTION:YESNO,Este evento é aberto ao público
QUESTION:YESNO,Este evento é acessível a todos
QUESTION:YESNO,Este evento é acessível para pessoas com deficiência
QUESTION:YESNO,Este evento é anual
QUESTION:YESNO,Este evento é gratuito
QUESTION:YESNO,Este evento é popular
QUESTION:YESNO,Este evento é só para convidados
QUESTION:YESNO,Este ficheiro está corrompido
QUESTION:YESNO,Este ficheiro está danificado
QUESTION:YESNO,Este ficheiro está em formato JPEG
QUESTION:YESNO,Este ficheiro está em formato PDF
QUESTION:YESNO,Este ficheiro está no formato PDF
QUESTION:YESNO,Este ficheiro está no formato correto
QUESTION:YESNO,Este ficheiro está protegido por direitos de autor
QUESTION:YESNO,Este ficheiro está protegido por palavra-passe
QUESTION:YESNO,Este ficheiro é compatível com o meu dispositivo
QUESTION:YESNO,Este ficheiro é seguro para abrir
QUESTION:YESNO,Este filme está disponível com legendas
QUESTION:YESNO,Este filme está disponível em HD
QUESTION:YESNO,Este filme está disponível para aluguer
QUESTION:YESNO,Este filme está disponível para streaming
QUESTION:YESNO,Este filme é adequado para crianças
QUESTION:YESNO,Este filme é baseado em um livro
QUESTION:YESNO,Este filme é uma comédia
QUESTION:YESNO,Este hotel tem Wi-Fi
QUESTION:YESNO,Este item está disponível
QUESTION:YESNO,Este item está disponível em várias cores
QUESTION:YESNO,Este item está em promoção
QUESTION:YESNO,Este item está na lista de compras
QUESTION:YESNO,Este livro está disponível em capa dura
QUESTION:YESNO,Este livro está disponível em formato digital
QUESTION:YESNO,Este livro está disponível em várias edições
QUESTION:YESNO,Este livro está disponível na biblioteca
QUESTION:YESNO,Este livro está disponível para empréstimo
QUESTION:YESNO,Este livro está em bom estado
QUESTION:YESNO,Este livro está na minha lista de desejos
QUESTION:YESNO,Este livro é adequado para adolescentes
QUESTION:YESNO,Este livro é adequado para crianças
QUESTION:YESNO,Este livro é ficção
QUESTION:YESNO,Este livro é um bestseller
QUESTION:YESNO,Este livro é uma autobiografia
QUESTION:YESNO,Este local está aberto ao público
QUESTION:YESNO,Este local está limpo
QUESTION:YESNO,Este local tem acesso Wi-Fi
QUESTION:YESNO,Este local tem acesso para cadeiras de rodas
QUESTION:YESNO,Este local tem estacionamento
QUESTION:YESNO,Este local tem instalações para crianças
QUESTION:YESNO,Este local é acessível a cadeiras de rodas
QUESTION:YESNO,Este local é um bom destino de férias
QUESTION:YESNO,Este parque é adequado para cães
QUESTION:YESNO,Este podcast está disponível em várias plataformas
QUESTION:YESNO,Este podcast está disponível no Spotify
QUESTION:YESNO,Este podcast é popular
QUESTION:YESNO,Este problema pode ser resolvido hoje
QUESTION:YESNO,Este produto está disponível em stock
QUESTION:YESNO,Este produto está disponível para envio imediato
QUESTION:YESNO,Este produto está em promoção
QUESTION:YESNO,Este produto é de boa qualidade
QUESTION:YESNO,Este produto é recomendado
QUESTION:YESNO,Este produto é seguro para crianças
QUESTION:YESNO,Este produto é vegano
QUESTION:YESNO,Este programa está a funcionar
QUESTION:YESNO,Este programa está atualizado
QUESTION:YESNO,Este programa está disponível em HD
QUESTION:YESNO,Este programa está disponível em vários idiomas
QUESTION:YESNO,Este programa está disponível para streaming
QUESTION:YESNO,Este programa é adequado para crianças
QUESTION:YESNO,Este programa é compatível com Mac
QUESTION:YESNO,Este programa é compatível com o meu sistema operativo
QUESTION:YESNO,Este programa é novo
QUESTION:YESNO,Este programa é um documentário
QUESTION:YESNO,Este programa é útil para estudantes
QUESTION:YESNO,Este programa é útil para profissionais
QUESTION:YESNO,Este quarto está disponível
QUESTION:YESNO,Este quarto está limpo
QUESTION:YESNO,Este quarto está reservado
QUESTION:YESNO,Este quarto é para não fumadores
QUESTION:YESNO,Este relatório é preciso
QUESTION:YESNO,Este restaurante aceita reservas
QUESTION:YESNO,Este restaurante está aberto agora
QUESTION:YESNO,Este restaurante tem opções vegetarianas
QUESTION:YESNO,Este servidor está em funcionamento
QUESTION:YESNO,Este serviço está disponível 24 horas
QUESTION:YESNO,Este serviço está disponível em Portugal
QUESTION:YESNO,Este serviço está disponível em modo offline
QUESTION:YESNO,Este serviço está disponível fora do horário de expediente
QUESTION:YESNO,Este serviço está disponível para todos os utilizadores
QUESTION:YESNO,Este serviço é acessível para utilizadores com deficiência
QUESTION:YESNO,Este serviço é confiável
QUESTION:YESNO,Este serviço é de subscrição
QUESTION:YESNO,Este serviço é gratuito
QUESTION:YESNO,Este sistema está operacional
QUESTION:YESNO,Este site tem boa reputação
QUESTION:YESNO,Este site tem bom suporte ao cliente
QUESTION:YESNO,Este site tem certificação de segurança
QUESTION:YESNO,Este site tem suporte ao cliente 24/7
QUESTION:YESNO,Este site tem suporte ao cliente em português
QUESTION:YESNO,Este site tem suporte em português
QUESTION:YESNO,Este site tem uma versão móvel
QUESTION:YESNO,Este site tem versão mobile
QUESTION:YESNO,Este site é seguro para crianças
QUESTION:YESNO,Este software é compatível com Mac
QUESTION:YESNO,Este software é compatível com o Windows 10
QUESTION:YESNO,Este software é compatível com o meu sistema operativo
QUESTION:YESNO,Este software é gratuito
QUESTION:YESNO,Este sítio tem acesso Wi-Fi
QUESTION:YESNO,Este sítio tem bom sinal de rede
QUESTION:YESNO,Este sítio tem estacionamento
QUESTION:YESNO,Este sítio é acessível para pessoas com deficiência
QUESTION:YESNO,Este sítio é seguro
QUESTION:YESNO,Este tablet está conectado à internet
QUESTION:YESNO,Este telemóvel está no modo silencioso
QUESTION:YESNO,Este álbum está no Spotify
QUESTION:YESNO,Este é o caminho certo
QUESTION:YESNO,Este é o destino correto
QUESTION:YESNO,Este é o elevador certo
QUESTION:YESNO,Este é o ficheiro correto
QUESTION:YESNO,Este é o filme certo
QUESTION:YESNO,Este é o horário correto
QUESTION:YESNO,Este é o melhor caminho para evitar trânsito
QUESTION:YESNO,Este é o melhor horário para visitar o museu
QUESTION:YESNO,Este é o sítio certo
QUESTION:YESNO,Este é um bom momento para ligar para ela
QUESTION:YESNO,Este é um conteúdo de alta qualidade
QUESTION:YESNO,Este é um livro de ficção científica
QUESTION:YESNO,Este é um lugar seguro para estacionar
QUESTION:YESNO,Este é um problema comum
QUESTION:YESNO,Este é um sítio seguro para nadar
QUESTION:YESNO,Estou doente
QUESTION:YESNO,Está a máquina de café programada para começar a preparar
QUESTION:YESNO,Estás a planear assistir ao seminário
QUESTION:YESNO,Estás a planear assistir ao workshop
QUESTION:YESNO,Estás a sentir-te bem
QUESTION:YESNO,Estás cansado
QUESTION:YESNO,Estás com fome
QUESTION:YESNO,Estás disponível para uma chamada
QUESTION:YESNO,Estás doente
QUESTION:YESNO,Estás familiarizado com este procedimento
QUESTION:YESNO,Estás feliz
QUESTION:YESNO,Estás à procura das chaves
QUESTION:YESNO,Estão estas instruções claras
QUESTION:YESNO,Existem 50 estados nos Estados Unidos da América
QUESTION:YESNO,Existem 7 continentes na Terra
QUESTION:YESNO,Existem 80 minutos numa hora
QUESTION:YESNO,Existem aplicativos para bloquear conteúdo adulto
QUESTION:YESNO,Existem aplicações para bloquear conteúdo adulto
QUESTION:YESNO,Existem atualizações disponíveis para esta aplicação
QUESTION:YESNO,Existem atualizações disponíveis para este aplicativo
QUESTION:YESNO,Existem atualizações para a aplicação
QUESTION:YESNO,Existem atualizações para o aplicativo
QUESTION:YESNO,Existem atualizações para o meu calendário
QUESTION:YESNO,Existem episódios novos disponíveis
QUESTION:YESNO,Existem notificações novas
QUESTION:YESNO,Existem novos lançamentos da A24 este mês
QUESTION:YESNO,Existem novos lançamentos da Pixar este mês
QUESTION:YESNO,Existem novos lançamentos na categoria de drama
QUESTION:YESNO,Existem novos lançamentos na secção de documentários
QUESTION:YESNO,Existem novos lançamentos na seção de documentários
QUESTION:YESNO,Faixa de áudio mudou com sucesso
QUESTION:YESNO,Fazes yoga
QUESTION:YESNO,Ficas molhado quando vais nadar
QUESTION:YESNO,Foste ao parque
QUESTION:YESNO,Frutas e vegetais são saudáveis para comer
QUESTION:YESNO,Futebol e beisebol são tipos de comida
QUESTION:YESNO,Gostas de Paris
QUESTION:YESNO,Gostas de café
QUESTION:YESNO,Gostaste do concerto
QUESTION:YESNO,Grande Barreira de Coral e o Grand Canyon são maravilhas naturais
QUESTION:YESNO,Haverá trovoadas hoje
QUESTION:YESNO,Haverá um alerta meteorológico para a minha área
QUESTION:YESNO,Haverá um atraso no trânsito na minha rota
QUESTION:YESNO,Haverá um aviso de geada para esta noite
QUESTION:YESNO,Haverá um desconto disponível para estudantes
QUESTION:YESNO,Haverá um desconto neste audiolivro agora
QUESTION:YESNO,Haverá um desconto para estudantes
QUESTION:YESNO,Haverá um novo episódio disponível
QUESTION:YESNO,Haverá um novo episódio do "The Bill Simmons Podcast"
QUESTION:YESNO,Haverá um novo episódio do "The Daily" hoje
QUESTION:YESNO,Haverá um problema com a conexão de rede
QUESTION:YESNO,Haverá uma forma de bloquear todo o conteúdo para adultos
QUESTION:YESNO,Haverá uma nova temporada de "Black Mirror"
QUESTION:YESNO,Haverá uma onda de calor esta semana
QUESTION:YESNO,Haverá uma opção para mudar o assistente para um idioma diferente
QUESTION:YESNO,Irás ao parque
QUESTION:YESNO,Irás tentar
QUESTION:YESNO,Isaac Newton foi conhecido pelas suas leis do movimento
QUESTION:YESNO,John sabe ler
