tag,sentence
QUESTION:REQUEST,Could you update the voice commands to include Italian
QUESTION:REQUEST,Could you write a reference letter for me
QUESTION:REQUEST,Find details about Kendra Lust's most popular roles
QUESTION:REQUEST,Get me an overview of the career of Janice Griffith
QUESTION:REQUEST,Look up recent interviews with Riley Reid
QUESTION:REQUEST,May I borrow your umbrella
QUESTION:REQUEST,May I have a glass of water
QUESTION:REQUEST,Please activate the bilingual mode
QUESTION:REQUEST,Please check if there will be any snow
QUESTION:REQUEST,Please check if there's a storm warning in effect
QUESTION:REQUEST,Please direct me to where I can access the annual report
QUESTION:REQUEST,Please enable the French accent for the voice assistant
QUESTION:REQUEST,Please give me the weather update for today
QUESTION:REQUEST,Please inform me when the new policy takes effect
QUESTION:REQUEST,Please inform me when the new version will be released
QUESTION:REQUEST,Please let me know the weather for my outdoor plans
QUESTION:REQUEST,Please let me know when the deadline for submitting the report is
QUESTION:REQUEST,Please provide information about Nicole Aniston
QUESTION:REQUEST,Please provide the weather conditions for the afternoon
QUESTION:REQUEST,Please provide the weather report for my area
QUESTION:REQUEST,Please read this article in Japanese
QUESTION:REQUEST,Please resume the French audiobook from where I left off
QUESTION:REQUEST,Please rewind the Korean movie by five minutes
QUESTION:REQUEST,Please schedule a call with the client
QUESTION:REQUEST,Please set a reminder for my doctor's appointment
QUESTION:REQUEST,Please switch the interface to Italian
QUESTION:REQUEST,Please tell me if I need an umbrella today
QUESTION:REQUEST,Please tell me if there are any weather advisories
QUESTION:REQUEST,Please update my calendar with the new meeting
QUESTION:REQUEST,Search for reviews of films by Eva Lovia
QUESTION:REQUEST,Show me the top movies with Sasha Grey
QUESTION:REQUEST,Would it be possible to borrow your car
QUESTION:REQUEST,Would it be possible to borrow your umbrella
QUESTION:REQUEST,Would it be possible to get a glass of water
QUESTION:REQUEST,Would it be possible to schedule a meeting for next week
QUESTION:REQUEST,Would you assist me with organizing the files
QUESTION:REQUEST,Would you be able to give me a ride to the airport
QUESTION:REQUEST,Would you be able to lend me a hand with this
QUESTION:REQUEST,Would you be able to lend me a hand with this project
QUESTION:REQUEST,Would you be able to pick up some milk from the store
QUESTION:REQUEST,Would you be able to proofread my essay
QUESTION:REQUEST,Would you be so kind as to lend me your pen
QUESTION:REQUEST,Would you feed the dog, please
QUESTION:REQUEST,Would you mind giving me a ride to the airport
QUESTION:REQUEST,Would you mind giving me a ride to the train station
QUESTION:REQUEST,Would you mind helping me with this task
QUESTION:REQUEST,Would you mind holding the door for me
QUESTION:REQUEST,Would you mind letting me borrow your phone charger
QUESTION:REQUEST,Would you mind passing me a napkin
QUESTION:REQUEST,Would you mind passing me a tissue
QUESTION:REQUEST,Would you mind passing me the salt
QUESTION:REQUEST,Would you mind passing me the salt, please
QUESTION:REQUEST,Would you mind setting up the projector
QUESTION:REQUEST,Would you mind sharing your notes with me
QUESTION:REQUEST,Would you mind shutting the door
QUESTION:REQUEST,Would you mind turning down the volume
SENTENCE:EXCLAMATION,What a relief to have a pet camera that alerts me when my dog needs attention
QUESTION:YESNO,Am I going to die
QUESTION:YESNO,Am I sick
QUESTION:YESNO,Are Spanish and German different languages
QUESTION:YESNO,Are Stormy Daniels and Sasha Grey collaborating on a project
QUESTION:YESNO,Are airplanes flown inside
QUESTION:YESNO,Are all dogs friendly
QUESTION:YESNO,Are all participants present
QUESTION:YESNO,Are all safety protocols followed
QUESTION:YESNO,Are ants strong
QUESTION:YESNO,Are apples red fruit
QUESTION:YESNO,Are aspirin and tylenol pain relievers
QUESTION:YESNO,Are bananas and oranges sweet vegetables
QUESTION:YESNO,Are bananas yellow
QUESTION:YESNO,Are band-aids used for healing
QUESTION:YESNO,Are butterflies attracted to bright colors
QUESTION:YESNO,Are cars made here
QUESTION:YESNO,Are cars used to drive on the water
QUESTION:YESNO,Are cats able to climb trees
QUESTION:YESNO,Are chips and pretzels salty
QUESTION:YESNO,Are clocks and bikes used to tell time
QUESTION:YESNO,Are coffee and hot chocolate cold drinks
QUESTION:YESNO,Are computers used to brush your teeth with
QUESTION:YESNO,Are cows and horses mammals
QUESTION:YESNO,Are cucumbers a type of fruit
QUESTION:YESNO,Are diamonds a type of gemstone
QUESTION:YESNO,Are dogs and cats animals that live in the jungle
QUESTION:YESNO,Are dogs carnivorous animals
QUESTION:YESNO,Are dogs mammals
QUESTION:YESNO,Are dolphins friendly
QUESTION:YESNO,Are dolphins mammals
QUESTION:YESNO,Are eggs a good source of protein
QUESTION:YESNO,Are elephants able to climb trees
QUESTION:YESNO,Are fish able to fly
QUESTION:YESNO,Are flies and robins small insects
QUESTION:YESNO,Are football and baseball types of food
QUESTION:YESNO,Are fruits and vegetables healthy to eat
QUESTION:YESNO,Are giraffes tall
QUESTION:YESNO,Are grapes used to make wine
QUESTION:YESNO,Are houses more than $50 dollars
QUESTION:YESNO,Are kangaroos able to jump high
QUESTION:YESNO,Are kangaroos native to Australia
QUESTION:YESNO,Are kiwis a type of fruit
QUESTION:YESNO,Are lasagna and spaghetti Chinese dishes
QUESTION:YESNO,Are lemons sour
QUESTION:YESNO,Are lions afraid of water
QUESTION:YESNO,Are lizards small
QUESTION:YESNO,Are muscles needed to move our body
QUESTION:YESNO,Are musicians and artists creative
QUESTION:YESNO,Are oranges a good source of vitamin C
QUESTION:YESNO,Are ovens used to freeze things
QUESTION:YESNO,Are owls able to see in the dark
QUESTION:YESNO,Are paint and syrup used to take a bath in
QUESTION:YESNO,Are pandas friendly
QUESTION:YESNO,Are peanuts made into jam
QUESTION:YESNO,Are pencils and markers used to write on a whiteboard
QUESTION:YESNO,Are penguins able to fly
QUESTION:YESNO,Are pillows and mattresses used to sleep on
QUESTION:YESNO,Are plants capable of photosynthesis
QUESTION:YESNO,Are potatoes a type of vegetable
QUESTION:YESNO,Are pumpkins used for carving at Halloween
QUESTION:YESNO,Are rattlesnakes poisonous
QUESTION:YESNO,Are rhinoceroses herbivores or carnivores
QUESTION:YESNO,Are roses tall trees
QUESTION:YESNO,Are scoops of ice cream sweet
QUESTION:YESNO,Are seahorses fish
QUESTION:YESNO,Are sharks dangerous to humans
QUESTION:YESNO,Are sharks friendly to humans
QUESTION:YESNO,Are shoes worn over the top of socks
QUESTION:YESNO,Are shovels something you would use to dig a hole with
QUESTION:YESNO,Are snakes afraid of humans
QUESTION:YESNO,Are strawberries red
QUESTION:YESNO,Are subtitles enabled for the Hindi film
QUESTION:YESNO,Are the Arctic and the Antarctic the same
QUESTION:YESNO,Are the Great Barrier Reef and the Grand Canyon natural wonders
QUESTION:YESNO,Are the Pyramids of Giza in Egypt
QUESTION:YESNO,Are the children at school
QUESTION:YESNO,Are the doors locked
QUESTION:YESNO,Are the instructions clear
QUESTION:YESNO,Are the letters "d" and "s" in the word "dressing"
QUESTION:YESNO,Are the lights currently on
QUESTION:YESNO,Are the lights in the kitchen on
QUESTION:YESNO,Are the lights in the living room off
QUESTION:YESNO,Are the lights turned off
QUESTION:YESNO,Are the meeting minutes ready
QUESTION:YESNO,Are the smart plugs working correctly
QUESTION:YESNO,Are the subtitles available in Japanese
QUESTION:YESNO,Are the updates installed on your device
QUESTION:YESNO,Are there 50 states in the United States of America
QUESTION:YESNO,Are there 7 continents on Earth
QUESTION:YESNO,Are there 80 minutes in an hour
QUESTION:YESNO,Are there any new episodes available
QUESTION:YESNO,Are there any new notifications
QUESTION:YESNO,Are there any new releases from A24 this month
QUESTION:YESNO,Are there any new releases from Pixar this month
QUESTION:YESNO,Are there any new releases in the documentary section
QUESTION:YESNO,Are there any new releases in the drama category
QUESTION:YESNO,Are there any updates for my calendar
QUESTION:YESNO,Are there any updates for the app
QUESTION:YESNO,Are there apps to block adult content
QUESTION:YESNO,Are these instructions clear
QUESTION:YESNO,Are they American
QUESTION:YESNO,Are they sitting in a row
QUESTION:YESNO,Are they studying hard
QUESTION:YESNO,Are they visiting Paris
QUESTION:YESNO,Are tomatoes used to make ketchup
QUESTION:YESNO,Are tornadoes common in Kansas
QUESTION:YESNO,Are turtles amphibians
QUESTION:YESNO,Are turtles reptiles
QUESTION:YESNO,Are umbrellas used to keep you wet
QUESTION:YESNO,Are updates available for this app
QUESTION:YESNO,Are vegetables a good source of nutrition
QUESTION:YESNO,Are violins and pianos musical instruments
QUESTION:YESNO,Are we going to try it
QUESTION:YESNO,Are whales fish
QUESTION:YESNO,Are whales the largest animals on Earth
QUESTION:YESNO,Are wild animals dangerous
QUESTION:YESNO,Are wolves friendly
QUESTION:YESNO,Are you available for a call
QUESTION:YESNO,Are you coming to the meeting
QUESTION:YESNO,Are you familiar with this procedure
QUESTION:YESNO,Are you feeling well
QUESTION:YESNO,Are you going to try it
QUESTION:YESNO,Are you happy
QUESTION:YESNO,Are you hungry
QUESTION:YESNO,Are you looking for the keys
QUESTION:YESNO,Are you planning to attend the seminar
QUESTION:YESNO,Are you planning to attend the workshop
QUESTION:YESNO,Are you sick
QUESTION:YESNO,Are you tired
QUESTION:YESNO,Can I access my cloud storage from here
QUESTION:YESNO,Can I access my documents from this device
QUESTION:YESNO,Can I access the Wi-Fi network
QUESTION:YESNO,Can I access the web without a VPN
QUESTION:YESNO,Can I access this app without logging in
QUESTION:YESNO,Can I access this feature without an additional fee
QUESTION:YESNO,Can I adjust the thermostat remotely
QUESTION:YESNO,Can I change the audiobook’s playback speed
QUESTION:YESNO,Can I change the narrator of this audiobook
QUESTION:YESNO,Can I check the status of my subscription
QUESTION:YESNO,Can I connect this device to the network
QUESTION:YESNO,Can I disable automatic updates
QUESTION:YESNO,Can I filter out explicit material from search results
QUESTION:YESNO,Can I listen to "The Tim Ferriss Show" offline
QUESTION:YESNO,Can I listen to this audiobook offline
QUESTION:YESNO,Can I listen to this audiobook without an internet connection
QUESTION:YESNO,Can I open this file without a password
QUESTION:YESNO,Can I operate this appliance with a mobile app
QUESTION:YESNO,Can I operate this device with voice commands
QUESTION:YESNO,Can I play music from this device without pairing
QUESTION:YESNO,Can I restrict access to pornographic websites
QUESTION:YESNO,Can I save this file on the cloud
QUESTION:YESNO,Can I set a custom home screen layout
QUESTION:YESNO,Can I set up a new email account
QUESTION:YESNO,Can I sync this device with my other gadgets
QUESTION:YESNO,Can I turn off notifications from this app
QUESTION:YESNO,Can I unlock this door with my phone
QUESTION:YESNO,Can I unlock this feature with my current plan
QUESTION:YESNO,Can I use a different language with this app
QUESTION:YESNO,Can I use my current device with this accessory
QUESTION:YESNO,Can I use my current password to log in
QUESTION:YESNO,Can I use my old username to log in
QUESTION:YESNO,Can I use my voice to control this device
QUESTION:YESNO,Can I use this app without creating an account
QUESTION:YESNO,Can I use this application offline
QUESTION:YESNO,Can I use this device without a battery
QUESTION:YESNO,Can I use this device without charging
QUESTION:YESNO,Can I use this feature without a subscription
QUESTION:YESNO,Can I use this feature without an internet connection
QUESTION:YESNO,Can I use this feature without logging in
QUESTION:YESNO,Can I use this software on multiple devices
QUESTION:YESNO,Can I use this tool without an internet connection
QUESTION:YESNO,Can I watch "Breaking Bad" in HD
QUESTION:YESNO,Can I watch “Narcos” in 4K resolution
QUESTION:YESNO,Can John read
QUESTION:YESNO,Can a backpack get a cold
QUESTION:YESNO,Can a car run without fuel
QUESTION:YESNO,Can a chair fly
QUESTION:YESNO,Can a cheetah run faster than a car
QUESTION:YESNO,Can a circle have corners
QUESTION:YESNO,Can a computer think for itself
QUESTION:YESNO,Can a fish live out of water
QUESTION:YESNO,Can a giraffe swim
QUESTION:YESNO,Can a kangaroo jump higher than a house
QUESTION:YESNO,Can a person be allergic to water
QUESTION:YESNO,Can a person breathe in outer space
QUESTION:YESNO,Can a person fly without any assistance
QUESTION:YESNO,Can a person fly without wings
QUESTION:YESNO,Can a person learn a new language quickly
QUESTION:YESNO,Can a person learn to play a musical instrument without lessons
QUESTION:YESNO,Can a person lift a house
QUESTION:YESNO,Can a person live without water
QUESTION:YESNO,Can a person run faster than a car
QUESTION:YESNO,Can a person see through walls
QUESTION:YESNO,Can a person sneeze with their eyes open
QUESTION:YESNO,Can a person survive without food for a long period of time
QUESTION:YESNO,Can a person survive without food for a long time
QUESTION:YESNO,Can a person survive without sleep
QUESTION:YESNO,Can a person touch their nose with their tongue
QUESTION:YESNO,Can a person travel to the future
QUESTION:YESNO,Can a plant grow without water
QUESTION:YESNO,Can a snake hear
QUESTION:YESNO,Can a tiger be your pet
QUESTION:YESNO,Can an elephant fly
QUESTION:YESNO,Can bats see in the dark
QUESTION:YESNO,Can birds swim
QUESTION:YESNO,Can camels store water in their humps
QUESTION:YESNO,Can cheetahs run fast
QUESTION:YESNO,Can crocodiles climb trees
QUESTION:YESNO,Can eagles fly
QUESTION:YESNO,Can flamingos fly backwards
QUESTION:YESNO,Can horses run fast
QUESTION:YESNO,Can humans breathe underwater
QUESTION:YESNO,Can my dog eat human food
QUESTION:YESNO,Can ostriches fly
QUESTION:YESNO,Can penguins fly
QUESTION:YESNO,Can penguins live in warm climates
QUESTION:YESNO,Can pigs walk on two feet
QUESTION:YESNO,Can sharks breathe out of water
QUESTION:YESNO,Can snakes fly
QUESTION:YESNO,Can spiders climb walls
QUESTION:YESNO,Can the assistant recognize multiple languages
QUESTION:YESNO,Can the assistant translate into multiple languages
QUESTION:YESNO,Can the document be edited after submission
QUESTION:YESNO,Can the music player shuffle songs in different languages
QUESTION:YESNO,Can this issue be resolved today
QUESTION:YESNO,Can this task be completed remotely
QUESTION:YESNO,Can we finish the project by Friday
QUESTION:YESNO,Can you brush your teeth with a shoe
QUESTION:YESNO,Can you buy eggs by the dozen
QUESTION:YESNO,Can you drive a car wearing a blindfold
QUESTION:YESNO,Can you drive a car without wearing a seatbelt
QUESTION:YESNO,Can you eat tomato soup with a fork
QUESTION:YESNO,Can you eat without a mouth
QUESTION:YESNO,Can you find the Great Wall of China in Asia
QUESTION:YESNO,Can you freeze orange juice
QUESTION:YESNO,Can you fry vegetables in a pan
QUESTION:YESNO,Can you grow a mustache on your foot
QUESTION:YESNO,Can you jump over a puddle
QUESTION:YESNO,Can you keep a horse inside your house
QUESTION:YESNO,Can you make bread without using flour
QUESTION:YESNO,Can you play an instrument
QUESTION:YESNO,Can you rake leaves with a hammer
QUESTION:YESNO,Can you ride a bike without a helmet
QUESTION:YESNO,Can you ride a camel
QUESTION:YESNO,Can you rip concrete
QUESTION:YESNO,Can you run a marathon
QUESTION:YESNO,Can you see in the dark without a flashlight
QUESTION:YESNO,Can you see the Northern Lights in Norway
QUESTION:YESNO,Can you sleep in the day time
QUESTION:YESNO,Can you speak Russian
QUESTION:YESNO,Can you stir something with a spoon
QUESTION:YESNO,Can you stretch a rock
QUESTION:YESNO,Can you swim
QUESTION:YESNO,Can you teach a cat to talk
QUESTION:YESNO,Can you touch your elbow with your nose
QUESTION:YESNO,Can you use a shovel at the beach
QUESTION:YESNO,Can you wear a tie
QUESTION:YESNO,Can you wear pajama's to school / work
QUESTION:YESNO,Could he have said that
QUESTION:YESNO,Did I receive any messages today
QUESTION:YESNO,Did she have a smile on her face
QUESTION:YESNO,Did she have her camera
QUESTION:YESNO,Did the audio track change successfully
QUESTION:YESNO,Did the boss notice the mistake
QUESTION:YESNO,Did the meeting start on time
QUESTION:YESNO,Did the printer break
QUESTION:YESNO,Did the robot vacuum finish cleaning
QUESTION:YESNO,Did the smart speaker receive my command
QUESTION:YESNO,Did the vacuum cleaner finish its job
QUESTION:YESNO,Did the vet appointment get confirmed
QUESTION:YESNO,Did they dance well
QUESTION:YESNO,Did they find the answer
QUESTION:YESNO,Did they forget their tickets
QUESTION:YESNO,Did you activate the smart lock
QUESTION:YESNO,Did you enjoy the concert
QUESTION:YESNO,Did you feel sick
QUESTION:YESNO,Did you find my last command
QUESTION:YESNO,Did you finish reading the novel
QUESTION:YESNO,Did you go to the park
QUESTION:YESNO,Did you receive my email
QUESTION:YESNO,Did you receive the confirmation email
QUESTION:YESNO,Did you see John yesterday
QUESTION:YESNO,Did you start the Portuguese audio lesson
QUESTION:YESNO,Did you submit the application
QUESTION:YESNO,Do I have any missed calls
QUESTION:YESNO,Do I have any upcoming appointments
QUESTION:YESNO,Do all birds fly
QUESTION:YESNO,Do all birds lay eggs
QUESTION:YESNO,Do all flowers have a fragrance
QUESTION:YESNO,Do all mammals have fur
QUESTION:YESNO,Do all snakes have venom
QUESTION:YESNO,Do all trees lose their leaves in the fall
QUESTION:YESNO,Do animals need water to stay alive
QUESTION:YESNO,Do ants have wings
QUESTION:YESNO,Do astronauts wear suits in space
QUESTION:YESNO,Do astronauts work in grocery stores
QUESTION:YESNO,Do babies need their diapers changed
QUESTION:YESNO,Do baby birds get fed by their mother
QUESTION:YESNO,Do bears hibernate
QUESTION:YESNO,Do bees make honey
QUESTION:YESNO,Do bicycles have engines
QUESTION:YESNO,Do birds have teeth
QUESTION:YESNO,Do birds have wings
QUESTION:YESNO,Do butterflies run fast
QUESTION:YESNO,Do camels live in the desert
QUESTION:YESNO,Do cars have engines
QUESTION:YESNO,Do cats climb trees
QUESTION:YESNO,Do children play with toys
QUESTION:YESNO,Do computers help us find information
QUESTION:YESNO,Do cows drink milk
QUESTION:YESNO,Do cows give milk
QUESTION:YESNO,Do dogs bark
QUESTION:YESNO,Do dogs have four legs
QUESTION:YESNO,Do dogs have wings
QUESTION:YESNO,Do dolphins live in the ocean
QUESTION:YESNO,Do elephants have a good memory
QUESTION:YESNO,Do elephants have long trunks
QUESTION:YESNO,Do elephants live in the ocean
QUESTION:YESNO,Do erasers remove pencil marks
QUESTION:YESNO,Do fire extinguishers help fireman
QUESTION:YESNO,Do fish breathe underwater
QUESTION:YESNO,Do fish live on land
QUESTION:YESNO,Do flowers bloom in the winter
QUESTION:YESNO,Do football players use sticks
QUESTION:YESNO,Do horses wear socks
QUESTION:YESNO,Do kangaroos carry their babies in their pouches
QUESTION:YESNO,Do kangaroos carry their young in pouches
QUESTION:YESNO,Do kangaroos live in South America
QUESTION:YESNO,Do koalas live in trees
QUESTION:YESNO,Do lemons taste sour
QUESTION:YESNO,Do lions live in the jungle
QUESTION:YESNO,Do monkeys eat bananas
QUESTION:YESNO,Do monkeys have tails
QUESTION:YESNO,Do monkeys live in groups
QUESTION:YESNO,Do mosquitos bite humans
QUESTION:YESNO,Do new clothes get dirty
QUESTION:YESNO,Do octopuses have eight legs
QUESTION:YESNO,Do penguins live in the Arctic
QUESTION:YESNO,Do people have more than two arms
QUESTION:YESNO,Do pilots fly paper planes
QUESTION:YESNO,Do plants need sunlight to grow
QUESTION:YESNO,Do plants need sunlight to survive
QUESTION:YESNO,Do plants wear glasses
QUESTION:YESNO,Do polar bears hibernate
QUESTION:YESNO,Do rabbits have long ears
QUESTION:YESNO,Do snakes have legs
QUESTION:YESNO,Do spiders have eight eyes
QUESTION:YESNO,Do spiders have eight legs
QUESTION:YESNO,Do storms damage homes
QUESTION:YESNO,Do sunflowers face the sun
QUESTION:YESNO,Do teachers help you learn
QUESTION:YESNO,Do tigers have stripes
QUESTION:YESNO,Do turtles have shells
QUESTION:YESNO,Do turtles lay eggs
QUESTION:YESNO,Do we call a school if we have an emergency
QUESTION:YESNO,Do we eat beef
QUESTION:YESNO,Do we need our hands to play a musical instrument
QUESTION:YESNO,Do we want more money
QUESTION:YESNO,Do whales communicate with each other
QUESTION:YESNO,Do whales live in the ocean
QUESTION:YESNO,Do windows need to be cleaned
QUESTION:YESNO,Do you agree
QUESTION:YESNO,Do you agree with the new policy
QUESTION:YESNO,Do you believe in life on other planets
QUESTION:YESNO,Do you believe me
QUESTION:YESNO,Do you chew soup
QUESTION:YESNO,Do you do yoga
QUESTION:YESNO,Do you eat beef
QUESTION:YESNO,Do you get wet when you go swimming
QUESTION:YESNO,Do you have a car
QUESTION:YESNO,Do you have a dog
QUESTION:YESNO,Do you have a problem
QUESTION:YESNO,Do you have access to the latest reports
QUESTION:YESNO,Do you have the latest season of “Black Mirror”
QUESTION:YESNO,Do you know how to code
QUESTION:YESNO,Do you know how to swim
QUESTION:YESNO,Do you know where the nearest printer is
QUESTION:YESNO,Do you like Paris
QUESTION:YESNO,Do you like coffee
QUESTION:YESNO,Do you need any additional information
QUESTION:YESNO,Do you need to go home
QUESTION:YESNO,Do you own a car
QUESTION:YESNO,Do you prefer sweet or savory foods
QUESTION:YESNO,Do you speak Spanish
QUESTION:YESNO,Do you throw things in the garbage that are broken
QUESTION:YESNO,Do you understand the new guidelines
QUESTION:YESNO,Do you use roller skates on the grass
QUESTION:YESNO,Do you want a drink
QUESTION:YESNO,Do you want more money
QUESTION:YESNO,Does "Serial" have any new episodes
QUESTION:YESNO,Does Angela White have a new film coming out
QUESTION:YESNO,Does a circle have sides
QUESTION:YESNO,Does a koala eat eucalyptus leaves
QUESTION:YESNO,Does a lion roar
QUESTION:YESNO,Does a square have three sides
QUESTION:YESNO,Does a zebra have stripes
QUESTION:YESNO,Does an alligator live in water or on land
QUESTION:YESNO,Does an octopus have eight legs
QUESTION:YESNO,Does an orange have more juice than a banana
QUESTION:YESNO,Does an ostrich bury its head in the sand
QUESTION:YESNO,Does he read every day
QUESTION:YESNO,Does it snow during the summer
QUESTION:YESNO,Does my dog bark loudly
QUESTION:YESNO,Does my dog need a special diet
QUESTION:YESNO,Does my dog need more exercise
QUESTION:YESNO,Does she have a job
QUESTION:YESNO,Does she love tennis
QUESTION:YESNO,Does the Amazon rainforest span multiple countries
QUESTION:YESNO,Does the Earth have an atmosphere
QUESTION:YESNO,Does the Nile River flow through Egypt
QUESTION:YESNO,Does the app support voice translation
QUESTION:YESNO,Does the earth revolve around the sun
QUESTION:YESNO,Does the moon have an atmosphere
QUESTION:YESNO,Does the moon orbit the Earth
QUESTION:YESNO,Does the moon revolve around the earth
QUESTION:YESNO,Does the sun make things hot
QUESTION:YESNO,Does the sun rise in the east
QUESTION:YESNO,Does the sun rise in the east and set in the west
QUESTION:YESNO,Does this audiobook have a full text version
QUESTION:YESNO,Does this audiobook have a preview available
QUESTION:YESNO,Does this browser support parental controls
QUESTION:YESNO,Does water freeze at 0 degrees Celsius
QUESTION:YESNO,Does yogurt go bad if it isn't refrigerated
QUESTION:YESNO,Does your birthday always happen on the same day
QUESTION:YESNO,Does your dog bark loudly
QUESTION:YESNO,Has "Lucifer" been renewed for another season
QUESTION:YESNO,Has "Radiolab" released a new episode this week
QUESTION:YESNO,Has "Science Vs" covered any new topics recently
QUESTION:YESNO,Has Brandi Love released new content this year
QUESTION:YESNO,Has Brandi Love won any recent awards
QUESTION:YESNO,Has Jenna Jameson retired from performing
QUESTION:YESNO,Has John been fired
QUESTION:YESNO,Has Lisa Ann won any awards recently
QUESTION:YESNO,Has he been working here
QUESTION:YESNO,Has he had surgery
QUESTION:YESNO,Has my dog been regularly groomed
QUESTION:YESNO,Has my dog received all necessary vaccinations
QUESTION:YESNO,Has my dog’s food bowl been filled
QUESTION:YESNO,Has she done the housework
QUESTION:YESNO,Has she had a job
QUESTION:YESNO,Has the cat been fed today
QUESTION:YESNO,Has the mail been delivered
QUESTION:YESNO,Has the movie "Dune" been released
QUESTION:YESNO,Has the movie already started
QUESTION:YESNO,Has the new season of “Stranger Things” been released
QUESTION:YESNO,Has the order been approved
QUESTION:YESNO,Has the package been delivered
QUESTION:YESNO,Has the pet feeder been refilled
QUESTION:YESNO,Has the restaurant closed
QUESTION:YESNO,Has the smart fridge detected any expired items
QUESTION:YESNO,Has the speech recognition been updated recently
QUESTION:YESNO,Has the text-to-speech been updated to Spanish
QUESTION:YESNO,Has the train arrived
QUESTION:YESNO,Has the voice assistant been updated with new language packs
QUESTION:YESNO,Has the washing machine finished its cycle
QUESTION:YESNO,Have I been charged for the subscription
QUESTION:YESNO,Have I missed any calls
QUESTION:YESNO,Have I received any missed calls
QUESTION:YESNO,Have I received any new emails
QUESTION:YESNO,Have I received any urgent notifications
QUESTION:YESNO,Have the audio settings been adjusted for the French lesson
QUESTION:YESNO,Have the blinds been adjusted
QUESTION:YESNO,Have the blinds been fully closed
QUESTION:YESNO,Have the lights been turned off in the kitchen
QUESTION:YESNO,Have they finished
QUESTION:YESNO,Have you backed up your files
QUESTION:YESNO,Have you bought groceries today
QUESTION:YESNO,Have you completed the setup process
QUESTION:YESNO,Have you completed the survey
QUESTION:YESNO,Have you completed the training
QUESTION:YESNO,Have you eaten breakfast today
QUESTION:YESNO,Have you finished your homework
QUESTION:YESNO,Have you got a car
QUESTION:YESNO,Have you got a pen
QUESTION:YESNO,Have you received the confirmation email
QUESTION:YESNO,Have you received the latest updates
QUESTION:YESNO,Have you seen Michael
QUESTION:YESNO,Have you updated the app recently
QUESTION:YESNO,Have you visited Paris before
QUESTION:YESNO,If it is June, is it hot in the North Pole
QUESTION:YESNO,If someone cries, are they sad
QUESTION:YESNO,If someone smiles, are they sad
QUESTION:YESNO,If something is light, would it sink
QUESTION:YESNO,If something is tasty, is it bad
QUESTION:YESNO,If something smells, does it stink
QUESTION:YESNO,If there are laves on the ground, is it winter
QUESTION:YESNO,If there is snow on the ground, is it summer
QUESTION:YESNO,If you break an egg, can you fix it
QUESTION:YESNO,If you cut yourself really bad, should you go to the dentist
QUESTION:YESNO,If you have a ball, can you play catch
QUESTION:YESNO,If you have a bracelet, do you own jewelry
QUESTION:YESNO,If you have a pen and paper, can you write your name
QUESTION:YESNO,If you have boiling water, is it hot
QUESTION:YESNO,If you rip your shirt, would you staple it back together
QUESTION:YESNO,If you want to watch a movie, would you go to a bank
QUESTION:YESNO,If you wanted to get warm, would you drink hot chocolate
QUESTION:YESNO,If you went to a restaurant, would you see clowns
QUESTION:YESNO,If you were a bee, could you sing
QUESTION:YESNO,If you were a bird, would you have fins
QUESTION:YESNO,If you were a builder, would you use a hammer
QUESTION:YESNO,If you were a cat, would you have three legs
QUESTION:YESNO,If you were a caterpillar, would you have legs
QUESTION:YESNO,If you were a chair, could you swim
QUESTION:YESNO,If you were a computer, would you be alive
QUESTION:YESNO,If you were a fish, could you jump
QUESTION:YESNO,If you were a horse, could you gallup
QUESTION:YESNO,If you were a shark, would you eat fish
QUESTION:YESNO,If you were an ant, would you live in dirt
QUESTION:YESNO,If you were an owner, would you have a pet
QUESTION:YESNO,If you were rotten, would you smell nice
QUESTION:YESNO,If your bike has a flat tire, should you ride it
QUESTION:YESNO,Is "Avatar" the highest-grossing movie of all time
QUESTION:YESNO,Is "Freakonomics Radio" included in the top 10 podcasts
QUESTION:YESNO,Is "How I Built This" available in the latest version
QUESTION:YESNO,Is "Inception" a Christopher Nolan film
QUESTION:YESNO,Is "Joker" a standalone film
QUESTION:YESNO,Is "La La Land" available in 4K
QUESTION:YESNO,Is "Parasite" an award-winning film
QUESTION:YESNO,Is "Pulp Fiction" a Quentin Tarantino movie
QUESTION:YESNO,Is "Science Vs" a popular podcast
QUESTION:YESNO,Is "The Dark Knight" currently streaming on Netflix
QUESTION:YESNO,Is "The Godfather Part II" available in 4K
QUESTION:YESNO,Is "The Grand Budapest Hotel" a comedy
QUESTION:YESNO,Is "The History of Rome" finished with its current season
QUESTION:YESNO,Is "The Irishman" a Netflix original
QUESTION:YESNO,Is "The Irishman" available for streaming now
QUESTION:YESNO,Is "The Joe Rogan Experience" available in my region
QUESTION:YESNO,Is "The Mandalorian" available on Netflix
QUESTION:YESNO,Is "The Matrix" a sci-fi movie
QUESTION:YESNO,Is "True Crime Garage" available on this platform
QUESTION:YESNO,Is 50% higher than 48%
QUESTION:YESNO,Is 9:30 p.m. later than 3:30 p.m
QUESTION:YESNO,Is Africa the largest continent
QUESTION:YESNO,Is Africa the second-largest continent in the world
QUESTION:YESNO,Is Angela White still producing content
QUESTION:YESNO,Is Antarctica the coldest continent
QUESTION:YESNO,Is Australia a country or a continent
QUESTION:YESNO,Is Australia the smallest continent in the world
QUESTION:YESNO,Is English the official language of China
QUESTION:YESNO,Is English the official language of the United States
QUESTION:YESNO,Is Jenna Jameson retired from acting
